region,hotel_name,date,occupancy_rate,bookings,cancellations,revenue,stars
Hammamet,Iberostar Averroes,2024-07-08,0.8,153,10,22338,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-08,0.98,69,6,21183,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-08,0.98,236,21,46964,5
Djerba,Iberostar Mehari Djerba,2024-07-08,0.84,117,6,18135,4
Djerba,Vincci Helios Beach,2024-07-08,0.79,109,6,11990,4
Monastir,Hilton Skanes Monastir Beach,2024-07-08,0.98,111,4,35076,5
Monastir,One Resort Monastir,2024-07-08,0.98,177,11,28674,4
Monastir,Delphin El Habib,2024-07-08,0.75,79,4,7979,3
Tunis,Laico Tunis Hotel,2024-07-09,0.98,73,8,7665,4
Tunis,Hotel Africa Tunis,2024-07-09,0.76,255,13,42330,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-09,0.98,249,14,62748,5
Sousse,El Mouradi Palace,2024-07-09,0.97,80,8,14000,4
Sousse,Marhaba Beach Hotel,2024-07-09,0.87,176,16,22528,4
Sousse,Riadh Palms Resort,2024-07-09,0.98,123,4,19926,4
Hammamet,La Badira,2024-07-09,0.95,78,8,17472,5
Hammamet,Iberostar Averroes,2024-07-09,0.91,96,5,11040,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-09,0.98,237,25,50007,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-09,0.91,199,21,59899,5
Djerba,Iberostar Mehari Djerba,2024-07-09,0.93,145,7,20010,4
Djerba,Vincci Helios Beach,2024-07-09,0.87,128,3,19456,4
Monastir,Hilton Skanes Monastir Beach,2024-07-09,0.98,172,20,46612,5
Monastir,One Resort Monastir,2024-07-09,0.98,114,12,13338,4
Monastir,Delphin El Habib,2024-07-09,0.83,160,16,17600,3
Tunis,Laico Tunis Hotel,2024-07-10,0.87,74,3,8288,4
Tunis,Hotel Africa Tunis,2024-07-10,0.82,264,12,34320,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-10,0.91,182,12,41860,5
Sousse,El Mouradi Palace,2024-07-10,0.85,176,17,22000,4
Sousse,Marhaba Beach Hotel,2024-07-10,0.93,67,3,11926,4
Sousse,Riadh Palms Resort,2024-07-10,0.8,142,5,19880,4
Hammamet,La Badira,2024-07-10,0.98,135,15,39015,5
Hammamet,Iberostar Averroes,2024-07-10,0.75,190,22,29830,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-10,0.94,262,20,72836,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-10,0.93,64,5,22272,5
Djerba,Iberostar Mehari Djerba,2024-07-10,0.87,87,10,9396,4
Djerba,Vincci Helios Beach,2024-07-10,0.87,151,4,24160,4
Monastir,Hilton Skanes Monastir Beach,2024-07-10,0.97,246,17,46248,5
Monastir,One Resort Monastir,2024-07-10,0.93,67,6,9447,4
Monastir,Delphin El Habib,2024-07-10,0.82,202,24,13130,3
Tunis,Laico Tunis Hotel,2024-07-11,0.77,156,6,20436,4
Tunis,Hotel Africa Tunis,2024-07-11,0.94,240,21,31440,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-11,0.91,67,2,15209,5
Sousse,El Mouradi Palace,2024-07-11,0.89,159,12,25758,4
Sousse,Marhaba Beach Hotel,2024-07-11,0.96,160,13,18240,4
Sousse,Riadh Palms Resort,2024-07-11,0.91,81,6,11907,4
Hammamet,La Badira,2024-07-11,0.98,254,10,80010,5
Hammamet,Iberostar Averroes,2024-07-11,0.81,193,11,22581,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-11,0.91,67,7,15075,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-11,0.98,109,8,22018,5
Djerba,Iberostar Mehari Djerba,2024-07-11,0.93,240,7,36960,4
Djerba,Vincci Helios Beach,2024-07-11,0.74,188,14,23876,4
Monastir,Hilton Skanes Monastir Beach,2024-07-11,0.97,232,26,79808,5
Monastir,One Resort Monastir,2024-07-11,0.73,72,2,7272,4
Monastir,Delphin El Habib,2024-07-11,0.83,94,9,6862,3
Tunis,Laico Tunis Hotel,2024-07-12,0.98,212,17,32860,4
Tunis,Hotel Africa Tunis,2024-07-12,0.95,178,6,25988,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-12,0.95,237,19,72048,5
Sousse,El Mouradi Palace,2024-07-12,0.9,240,25,34080,4
Sousse,Marhaba Beach Hotel,2024-07-12,0.78,232,24,29464,4
Sousse,Riadh Palms Resort,2024-07-12,0.92,261,21,37584,4
Hammamet,La Badira,2024-07-12,0.97,171,14,45999,5
Hammamet,Iberostar Averroes,2024-07-12,0.91,130,6,15080,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-12,0.98,106,4,20034,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-12,0.96,186,12,42966,5
Djerba,Iberostar Mehari Djerba,2024-07-12,0.76,206,14,27604,4
Djerba,Vincci Helios Beach,2024-07-12,0.91,98,4,17640,4
Monastir,Hilton Skanes Monastir Beach,2024-07-12,0.98,182,16,48048,5
Monastir,One Resort Monastir,2024-07-12,0.79,97,6,15908,4
Monastir,Delphin El Habib,2024-07-12,0.72,256,11,21504,3
Tunis,Laico Tunis Hotel,2024-07-13,0.95,253,16,39721,4
Tunis,Hotel Africa Tunis,2024-07-13,0.84,225,24,26550,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-13,0.98,84,5,24108,5
Sousse,El Mouradi Palace,2024-07-13,0.76,162,16,23976,4
Sousse,Marhaba Beach Hotel,2024-07-13,0.76,130,8,19370,4
Sousse,Riadh Palms Resort,2024-07-13,0.84,206,16,22866,4
Hammamet,La Badira,2024-07-13,0.98,214,14,48150,5
Hammamet,Iberostar Averroes,2024-07-13,0.81,195,21,29835,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-13,0.91,114,9,36024,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-13,0.98,255,22,78795,5
Djerba,Iberostar Mehari Djerba,2024-07-13,0.88,80,7,9040,4
Djerba,Vincci Helios Beach,2024-07-13,0.83,72,3,8064,4
Monastir,Hilton Skanes Monastir Beach,2024-07-13,0.98,97,7,24832,5
Monastir,One Resort Monastir,2024-07-13,0.81,75,3,10725,4
Monastir,Delphin El Habib,2024-07-13,0.74,228,25,21660,3
Tunis,Laico Tunis Hotel,2024-07-14,0.85,81,5,10368,4
Tunis,Hotel Africa Tunis,2024-07-14,0.81,201,11,30753,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-14,0.98,129,11,24123,5
Sousse,El Mouradi Palace,2024-07-14,0.95,135,13,21330,4
Sousse,Marhaba Beach Hotel,2024-07-14,0.75,175,11,26600,4
Sousse,Riadh Palms Resort,2024-07-14,0.91,106,8,14840,4
Hammamet,La Badira,2024-07-14,0.96,105,12,23100,5
Hammamet,Iberostar Averroes,2024-07-14,0.76,108,11,19332,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-14,0.98,144,9,42768,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-14,0.98,186,13,36084,5
Djerba,Iberostar Mehari Djerba,2024-07-14,0.88,100,10,15500,4
Djerba,Vincci Helios Beach,2024-07-14,0.9,260,30,41340,4
Monastir,Hilton Skanes Monastir Beach,2024-07-14,0.98,139,7,32665,5
Monastir,One Resort Monastir,2024-07-14,0.96,212,25,23744,4
Monastir,Delphin El Habib,2024-07-14,0.64,246,26,17712,3
Tunis,Laico Tunis Hotel,2024-07-15,0.79,66,7,9900,4
Tunis,Hotel Africa Tunis,2024-07-15,0.74,118,11,13098,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-15,0.95,135,5,37800,5
Sousse,El Mouradi Palace,2024-07-15,0.85,219,20,26061,4
Sousse,Marhaba Beach Hotel,2024-07-15,0.76,178,17,24742,4
Sousse,Riadh Palms Resort,2024-07-15,0.97,166,6,19256,4
Hammamet,La Badira,2024-07-15,0.94,174,20,42282,5
Hammamet,Iberostar Averroes,2024-07-15,0.73,70,2,9730,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-15,0.96,100,11,32900,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-15,0.91,229,18,63891,5
Djerba,Iberostar Mehari Djerba,2024-07-15,0.9,72,8,11304,4
Djerba,Vincci Helios Beach,2024-07-15,0.95,213,9,30885,4
Monastir,Hilton Skanes Monastir Beach,2024-07-15,0.98,172,6,47644,5
Monastir,One Resort Monastir,2024-07-15,0.94,202,19,35148,4
Monastir,Delphin El Habib,2024-07-15,0.62,126,6,13356,3
Tunis,Laico Tunis Hotel,2024-07-16,0.9,99,8,10593,4
Tunis,Hotel Africa Tunis,2024-07-16,0.96,92,4,14536,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-16,0.98,169,17,47658,5
Sousse,El Mouradi Palace,2024-07-16,0.87,222,21,32634,4
Sousse,Marhaba Beach Hotel,2024-07-16,0.98,208,11,28080,4
Sousse,Riadh Palms Resort,2024-07-16,0.98,198,23,29700,4
Hammamet,La Badira,2024-07-16,0.96,127,7,29972,5
Hammamet,Iberostar Averroes,2024-07-16,0.87,102,5,15300,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-16,0.98,212,8,51728,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-16,0.96,69,3,22977,5
Djerba,Iberostar Mehari Djerba,2024-07-16,0.92,182,17,32032,4
Djerba,Vincci Helios Beach,2024-07-16,0.74,207,22,23598,4
Monastir,Hilton Skanes Monastir Beach,2024-07-16,0.98,153,6,40545,5
Monastir,One Resort Monastir,2024-07-16,0.98,76,2,8740,4
Monastir,Delphin El Habib,2024-07-16,0.81,115,12,11845,3
Tunis,Laico Tunis Hotel,2024-07-17,0.79,63,2,9387,4
Tunis,Hotel Africa Tunis,2024-07-17,0.84,254,25,34290,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-17,0.98,223,19,54189,5
Sousse,El Mouradi Palace,2024-07-17,0.89,88,10,13640,4
Sousse,Marhaba Beach Hotel,2024-07-17,0.89,124,13,19096,4
Sousse,Riadh Palms Resort,2024-07-17,0.92,181,17,27150,4
Hammamet,La Badira,2024-07-17,0.93,63,4,18963,5
Hammamet,Iberostar Averroes,2024-07-17,0.94,248,23,39680,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-17,0.98,69,5,17595,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-17,0.98,157,13,52909,5
Djerba,Iberostar Mehari Djerba,2024-07-17,0.87,260,12,26780,4
Djerba,Vincci Helios Beach,2024-07-17,0.98,151,16,24160,4
Monastir,Hilton Skanes Monastir Beach,2024-07-17,0.98,60,3,12300,5
Monastir,One Resort Monastir,2024-07-17,0.98,147,8,22197,4
Monastir,Delphin El Habib,2024-07-17,0.7,88,6,6248,3
Tunis,Laico Tunis Hotel,2024-07-18,0.96,80,4,10480,4
Tunis,Hotel Africa Tunis,2024-07-18,0.98,130,8,13910,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-18,0.98,217,8,60977,5
Sousse,El Mouradi Palace,2024-07-18,0.8,87,8,12789,4
Sousse,Marhaba Beach Hotel,2024-07-18,0.91,244,22,37332,4
Sousse,Riadh Palms Resort,2024-07-18,0.98,158,11,17854,4
Hammamet,La Badira,2024-07-18,0.9,247,14,56316,5
Hammamet,Iberostar Averroes,2024-07-18,0.74,224,13,27552,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-18,0.95,142,16,25560,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-18,0.98,166,17,53618,5
Djerba,Iberostar Mehari Djerba,2024-07-18,0.77,104,5,14976,4
Djerba,Vincci Helios Beach,2024-07-18,0.81,148,7,26492,4
Monastir,Hilton Skanes Monastir Beach,2024-07-18,0.96,105,8,35280,5
Monastir,One Resort Monastir,2024-07-18,0.92,236,14,25960,4
Monastir,Delphin El Habib,2024-07-18,0.65,166,8,15438,3
Tunis,Laico Tunis Hotel,2024-07-19,0.95,136,5,16184,4
Tunis,Hotel Africa Tunis,2024-07-19,0.74,80,8,8640,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-19,0.94,202,19,69892,5
Sousse,El Mouradi Palace,2024-07-19,0.72,151,10,20687,4
Sousse,Marhaba Beach Hotel,2024-07-19,0.96,127,14,18923,4
Sousse,Riadh Palms Resort,2024-07-19,0.95,129,8,15609,4
Hammamet,La Badira,2024-07-19,0.98,146,6,29492,5
Hammamet,Iberostar Averroes,2024-07-19,0.88,62,4,7626,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-19,0.98,82,8,14842,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-19,0.94,81,5,28188,5
Djerba,Iberostar Mehari Djerba,2024-07-19,0.86,104,6,14248,4
Djerba,Vincci Helios Beach,2024-07-19,0.89,152,6,15960,4
Monastir,Hilton Skanes Monastir Beach,2024-07-19,0.98,172,15,47472,5
Monastir,One Resort Monastir,2024-07-19,0.8,243,20,33048,4
Monastir,Delphin El Habib,2024-07-19,0.72,249,9,19671,3
Tunis,Laico Tunis Hotel,2024-07-20,0.85,87,7,13572,4
Tunis,Hotel Africa Tunis,2024-07-20,0.95,200,19,32000,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-20,0.92,243,29,55647,5
Sousse,El Mouradi Palace,2024-07-20,0.87,175,5,25550,4
Sousse,Marhaba Beach Hotel,2024-07-20,0.76,73,5,9198,4
Sousse,Riadh Palms Resort,2024-07-20,0.98,112,4,17136,4
Hammamet,La Badira,2024-07-20,0.98,111,6,33300,5
Hammamet,Iberostar Averroes,2024-07-20,0.8,258,17,43344,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-20,0.98,256,18,83968,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-20,0.98,117,12,21996,5
Djerba,Iberostar Mehari Djerba,2024-07-20,0.94,92,8,13064,4
Djerba,Vincci Helios Beach,2024-07-20,0.97,213,14,32589,4
Monastir,Hilton Skanes Monastir Beach,2024-07-20,0.98,177,21,43365,5
Monastir,One Resort Monastir,2024-07-20,0.93,142,5,19170,4
Monastir,Delphin El Habib,2024-07-20,0.72,124,12,8928,3
Tunis,Laico Tunis Hotel,2024-07-21,0.95,196,15,22540,4
Tunis,Hotel Africa Tunis,2024-07-21,0.76,249,26,35358,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-21,0.91,176,18,51040,5
Sousse,El Mouradi Palace,2024-07-21,0.87,160,11,25760,4
Sousse,Marhaba Beach Hotel,2024-07-21,0.97,127,6,21971,4
Sousse,Riadh Palms Resort,2024-07-21,0.82,76,2,12312,4
Hammamet,La Badira,2024-07-21,0.97,92,7,27876,5
Hammamet,Iberostar Averroes,2024-07-21,0.96,238,13,39984,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-21,0.98,152,17,38000,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-21,0.98,138,13,30084,5
Djerba,Iberostar Mehari Djerba,2024-07-21,0.96,112,12,19376,4
Djerba,Vincci Helios Beach,2024-07-21,0.89,230,20,23230,4
Monastir,Hilton Skanes Monastir Beach,2024-07-21,0.98,187,11,51986,5
Monastir,One Resort Monastir,2024-07-21,0.74,201,20,25125,4
Monastir,Delphin El Habib,2024-07-21,0.65,195,12,15990,3
Tunis,Laico Tunis Hotel,2024-07-22,0.86,75,2,11775,4
Tunis,Hotel Africa Tunis,2024-07-22,0.84,104,9,17992,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-22,0.98,141,14,35250,5
Sousse,El Mouradi Palace,2024-07-22,0.85,157,9,22608,4
Sousse,Marhaba Beach Hotel,2024-07-22,0.77,66,2,9240,4
Sousse,Riadh Palms Resort,2024-07-22,0.98,222,21,30192,4
Hammamet,La Badira,2024-07-22,0.98,152,16,29792,5
Hammamet,Iberostar Averroes,2024-07-22,0.77,157,9,25434,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-22,0.98,252,10,68292,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-22,0.98,108,5,28728,5
Djerba,Iberostar Mehari Djerba,2024-07-22,0.8,235,12,25380,4
Djerba,Vincci Helios Beach,2024-07-22,0.94,69,2,10971,4
Monastir,Hilton Skanes Monastir Beach,2024-07-22,0.98,153,10,32436,5
Monastir,One Resort Monastir,2024-07-22,0.91,62,3,8680,4
Monastir,Delphin El Habib,2024-07-22,0.64,194,8,14550,3
Tunis,Laico Tunis Hotel,2024-07-23,0.92,176,6,19360,4
Tunis,Hotel Africa Tunis,2024-07-23,0.93,220,19,28160,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-23,0.98,190,7,56430,5
Sousse,El Mouradi Palace,2024-07-23,0.97,164,12,16892,4
Sousse,Marhaba Beach Hotel,2024-07-23,0.98,163,7,19886,4
Sousse,Riadh Palms Resort,2024-07-23,0.81,243,19,40338,4
Hammamet,La Badira,2024-07-23,0.98,122,12,25254,5
Hammamet,Iberostar Averroes,2024-07-23,0.81,88,6,10912,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-23,0.98,128,12,29184,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-23,0.94,253,12,64515,5
Djerba,Iberostar Mehari Djerba,2024-07-23,0.84,106,4,13250,4
Djerba,Vincci Helios Beach,2024-07-23,0.77,112,6,14560,4
Monastir,Hilton Skanes Monastir Beach,2024-07-23,0.95,181,16,49775,5
Monastir,One Resort Monastir,2024-07-23,0.77,208,18,28912,4
Monastir,Delphin El Habib,2024-07-23,0.63,218,17,13952,3
Tunis,Laico Tunis Hotel,2024-07-24,0.75,148,8,23532,4
Tunis,Hotel Africa Tunis,2024-07-24,0.81,76,5,12540,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-24,0.98,142,10,43168,5
Sousse,El Mouradi Palace,2024-07-24,0.92,74,8,9472,4
Sousse,Marhaba Beach Hotel,2024-07-24,0.78,109,7,12862,4
Sousse,Riadh Palms Resort,2024-07-24,0.94,253,29,39721,4
Hammamet,La Badira,2024-07-24,0.98,199,6,48357,5
Hammamet,Iberostar Averroes,2024-07-24,0.98,187,18,32912,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-24,0.98,102,7,28356,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-24,0.92,138,8,29808,5
Djerba,Iberostar Mehari Djerba,2024-07-24,0.9,109,12,12426,4
Djerba,Vincci Helios Beach,2024-07-24,0.77,216,21,31320,4
Monastir,Hilton Skanes Monastir Beach,2024-07-24,0.92,116,6,39324,5
Monastir,One Resort Monastir,2024-07-24,0.98,104,6,18512,4
Monastir,Delphin El Habib,2024-07-24,0.86,139,4,12788,3
Tunis,Laico Tunis Hotel,2024-07-25,0.74,74,7,11544,4
Tunis,Hotel Africa Tunis,2024-07-25,0.8,232,24,37584,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-25,0.98,108,6,35316,5
Sousse,El Mouradi Palace,2024-07-25,0.82,133,7,14763,4
Sousse,Marhaba Beach Hotel,2024-07-25,0.98,138,13,14904,4
Sousse,Riadh Palms Resort,2024-07-25,0.91,110,7,12980,4
Hammamet,La Badira,2024-07-25,0.94,70,5,17500,5
Hammamet,Iberostar Averroes,2024-07-25,0.91,92,6,15456,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-25,0.98,60,6,15360,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-25,0.98,225,19,50850,5
Djerba,Iberostar Mehari Djerba,2024-07-25,0.84,204,24,31008,4
Djerba,Vincci Helios Beach,2024-07-25,0.98,151,13,18875,4
Monastir,Hilton Skanes Monastir Beach,2024-07-25,0.98,148,13,29452,5
Monastir,One Resort Monastir,2024-07-25,0.77,81,3,12555,4
Monastir,Delphin El Habib,2024-07-25,0.7,79,5,7900,3
Tunis,Laico Tunis Hotel,2024-07-26,0.72,157,7,24335,4
Tunis,Hotel Africa Tunis,2024-07-26,0.98,87,4,9744,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-26,0.98,212,10,63176,5
Sousse,El Mouradi Palace,2024-07-26,0.79,162,9,24786,4
Sousse,Marhaba Beach Hotel,2024-07-26,0.93,140,16,15680,4
Sousse,Riadh Palms Resort,2024-07-26,0.79,79,6,8848,4
Hammamet,La Badira,2024-07-26,0.98,62,4,20708,5
Hammamet,Iberostar Averroes,2024-07-26,0.98,200,11,23600,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-26,0.94,116,6,38976,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-26,0.95,181,9,62264,5
Djerba,Iberostar Mehari Djerba,2024-07-26,0.98,226,16,28702,4
Djerba,Vincci Helios Beach,2024-07-26,0.98,87,2,14094,4
Monastir,Hilton Skanes Monastir Beach,2024-07-26,0.98,198,17,45342,5
Monastir,One Resort Monastir,2024-07-26,0.91,69,2,7521,4
Monastir,Delphin El Habib,2024-07-26,0.65,232,14,25288,3
Tunis,Laico Tunis Hotel,2024-07-27,0.86,122,12,21472,4
Tunis,Hotel Africa Tunis,2024-07-27,0.98,165,12,29370,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-27,0.98,178,6,37558,5
Sousse,El Mouradi Palace,2024-07-27,0.94,159,8,15900,4
Sousse,Marhaba Beach Hotel,2024-07-27,0.73,122,7,19032,4
Sousse,Riadh Palms Resort,2024-07-27,0.78,205,7,28495,4
Hammamet,La Badira,2024-07-27,0.98,102,9,28356,5
Hammamet,Iberostar Averroes,2024-07-27,0.87,264,30,29040,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-27,0.98,187,12,34969,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-27,0.98,108,7,31428,5
Djerba,Iberostar Mehari Djerba,2024-07-27,0.91,169,13,16900,4
Djerba,Vincci Helios Beach,2024-07-27,0.89,260,22,27300,4
Monastir,Hilton Skanes Monastir Beach,2024-07-27,0.98,241,11,77843,5
Monastir,One Resort Monastir,2024-07-27,0.86,235,18,35250,4
Monastir,Delphin El Habib,2024-07-27,0.61,225,17,15525,3
Tunis,Laico Tunis Hotel,2024-07-28,0.95,253,20,44022,4
Tunis,Hotel Africa Tunis,2024-07-28,0.89,169,9,28730,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-28,0.98,189,10,39690,5
Sousse,El Mouradi Palace,2024-07-28,0.98,198,9,24156,4
Sousse,Marhaba Beach Hotel,2024-07-28,0.8,235,8,39715,4
Sousse,Riadh Palms Resort,2024-07-28,0.77,259,18,28749,4
Hammamet,La Badira,2024-07-28,0.93,108,8,32400,5
Hammamet,Iberostar Averroes,2024-07-28,0.98,104,10,14352,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-28,0.98,64,5,21376,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-28,0.98,92,8,28244,5
Djerba,Iberostar Mehari Djerba,2024-07-28,0.91,154,9,21714,4
Djerba,Vincci Helios Beach,2024-07-28,0.81,262,28,44016,4
Monastir,Hilton Skanes Monastir Beach,2024-07-28,0.98,86,7,25112,5
Monastir,One Resort Monastir,2024-07-28,0.85,240,12,24960,4
Monastir,Delphin El Habib,2024-07-28,0.65,240,10,21840,3
Tunis,Laico Tunis Hotel,2024-07-29,0.79,91,4,10101,4
Tunis,Hotel Africa Tunis,2024-07-29,0.98,72,6,8784,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-29,0.95,151,7,41374,5
Sousse,El Mouradi Palace,2024-07-29,0.73,214,17,29104,4
Sousse,Marhaba Beach Hotel,2024-07-29,0.92,178,10,30438,4
Sousse,Riadh Palms Resort,2024-07-29,0.77,132,12,19932,4
Hammamet,La Badira,2024-07-29,0.98,154,10,37730,5
Hammamet,Iberostar Averroes,2024-07-29,0.93,82,3,10086,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-29,0.91,240,20,76560,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-29,0.98,105,8,19425,5
Djerba,Iberostar Mehari Djerba,2024-07-29,0.81,165,12,25080,4
Djerba,Vincci Helios Beach,2024-07-29,0.85,208,14,20800,4
Monastir,Hilton Skanes Monastir Beach,2024-07-29,0.98,225,16,74250,5
Monastir,One Resort Monastir,2024-07-29,0.77,247,15,40014,4
Monastir,Delphin El Habib,2024-07-29,0.62,108,3,11232,3
Tunis,Laico Tunis Hotel,2024-07-30,0.8,68,6,11084,4
Tunis,Hotel Africa Tunis,2024-07-30,0.81,94,3,12314,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-30,0.98,111,9,30525,5
Sousse,El Mouradi Palace,2024-07-30,0.93,216,16,21816,4
Sousse,Marhaba Beach Hotel,2024-07-30,0.78,80,4,9600,4
Sousse,Riadh Palms Resort,2024-07-30,0.88,235,18,40420,4
Hammamet,La Badira,2024-07-30,0.98,144,15,33552,5
Hammamet,Iberostar Averroes,2024-07-30,0.72,104,5,10608,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-30,0.98,86,9,17200,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-30,0.98,228,12,57684,5
Djerba,Iberostar Mehari Djerba,2024-07-30,0.92,84,3,11088,4
Djerba,Vincci Helios Beach,2024-07-30,0.81,146,16,22922,4
Monastir,Hilton Skanes Monastir Beach,2024-07-30,0.98,165,5,41910,5
Monastir,One Resort Monastir,2024-07-30,0.9,204,17,36516,4
Monastir,Delphin El Habib,2024-07-30,0.81,160,10,15520,3
Tunis,Laico Tunis Hotel,2024-07-31,0.98,69,4,11868,4
Tunis,Hotel Africa Tunis,2024-07-31,0.77,141,15,18612,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-07-31,0.98,150,7,46500,5
Sousse,El Mouradi Palace,2024-07-31,0.84,177,17,21594,4
Sousse,Marhaba Beach Hotel,2024-07-31,0.89,162,10,19278,4
Sousse,Riadh Palms Resort,2024-07-31,0.88,183,19,24522,4
Hammamet,La Badira,2024-07-31,0.96,260,9,79820,5
Hammamet,Iberostar Averroes,2024-07-31,0.72,236,19,34220,4
Hammamet,Hasdrubal Thalassa & Spa,2024-07-31,0.98,193,8,67164,5
Djerba,Radisson Blu Palace Resort Djerba,2024-07-31,0.95,196,19,54684,5
Djerba,Iberostar Mehari Djerba,2024-07-31,0.98,196,22,22344,4
Djerba,Vincci Helios Beach,2024-07-31,0.98,93,5,9951,4
Monastir,Hilton Skanes Monastir Beach,2024-07-31,0.98,248,21,48856,5
Monastir,One Resort Monastir,2024-07-31,0.76,195,19,22230,4
Monastir,Delphin El Habib,2024-07-31,0.71,252,10,16380,3
Tunis,Laico Tunis Hotel,2024-08-01,0.98,126,10,15750,4
Tunis,Hotel Africa Tunis,2024-08-01,0.9,66,3,8976,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-08-01,0.98,181,11,41268,5
Sousse,El Mouradi Palace,2024-08-01,0.91,218,9,23326,4
Sousse,Marhaba Beach Hotel,2024-08-01,0.98,156,9,23088,4
Sousse,Riadh Palms Resort,2024-08-01,0.98,159,15,28461,4
Hammamet,La Badira,2024-08-01,0.98,238,14,48076,5
Hammamet,Iberostar Averroes,2024-08-01,0.8,114,5,20292,4
Hammamet,Hasdrubal Thalassa & Spa,2024-08-01,0.92,261,16,56376,5
Djerba,Radisson Blu Palace Resort Djerba,2024-08-01,0.97,103,4,24308,5
Djerba,Iberostar Mehari Djerba,2024-08-01,0.85,100,11,16400,4
Djerba,Vincci Helios Beach,2024-08-01,0.96,124,7,17236,4
Monastir,Hilton Skanes Monastir Beach,2024-08-01,0.97,117,13,24102,5
Monastir,One Resort Monastir,2024-08-01,0.98,253,12,30613,4
Monastir,Delphin El Habib,2024-08-01,0.73,230,9,19320,3
Tunis,Laico Tunis Hotel,2024-08-02,0.84,228,9,24624,4
Tunis,Hotel Africa Tunis,2024-08-02,0.98,141,7,23124,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-08-02,0.97,147,11,42336,5
